

('Nike Men Blue T20 Indian Cricket Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/1.jpg', 10, 'nike-men-blue-t20-indian-cricket-jersey'),
('Probase Mens Boarding Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/499.jpg', 10, 'probase-mens-boarding-grey-t-shirt'),
('Probase Mens Wtf Blue T-Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/500.jpg', 10, 'probase-mens-wtf-blue-t-shirt'),
('Probase Mens Wtf Turquoise T-Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/501.jpg', 10, 'probase-mens-wtf-turquoise-t-shirt'),
('Probase Mens Wtf Pink T-Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/502.jpg', 10, 'probase-mens-wtf-pink-t-shirt'),
('Probase Mens Cheap Fast & Easy Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/503.jpg', 10, 'probase-mens-cheap-fast-easy-black-t-shirt'),
('Probase Mens Cancel My Subscription Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/504.jpg', 10, 'probase-mens-cancel-my-subscription-black-t-shirt'),
('Probase Mens Western Highway Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/505.jpg', 10, 'probase-mens-western-highway-black-t-shirt'),
('Probase Mens Freestyler Turquoise T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/506.jpg', 10, 'probase-mens-freestyler-turquoise-t-shirt'),
('Probase Mens Player Tee Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/507.jpg', 10, 'probase-mens-player-tee-green-t-shirt'),
('Inkfruit Mens Deployment Light Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/508.jpg', 10, 'inkfruit-mens-deployment-light-brown-t-shirt'),
('Inkfruit Mens  T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/509.jpg', 10, 'inkfruit-mens-t-shirt'),
('Inkfruit Mens Soccer Power Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/510.jpg', 10, 'inkfruit-mens-soccer-power-blue-t-shirt'),
('Inkfruit Mens Star War Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/511.jpg', 10, 'inkfruit-mens-star-war-black-t-shirt'),
('Inkfruit Mens City's Knight Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/512.jpg', 10, 'inkfruit-mens-city-s-knight-grey-t-shirt'),
('Inkfruit Mens Seven Deadly Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/513.jpg', 10, 'inkfruit-mens-seven-deadly-green-t-shirt'),
('Inkfruit Mens Indiano Dark Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/514.jpg', 10, 'inkfruit-mens-indiano-dark-grey-t-shirt'),
('Inkfruit Mens Ahimsa Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/515.jpg', 10, 'inkfruit-mens-ahimsa-grey-t-shirt'),
('Inkfruit Mens Its My Life Light Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/516.jpg', 10, 'inkfruit-mens-its-my-life-light-brown-t-shirt'),
('DUSG Mens Periyar Cotton Melange T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/517.jpg', 10, 'dusg-mens-periyar-cotton-melange-t-shirt'),
('DUSG Mens Tadoba Organic Cotton Cappuccino T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Multi', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/518.jpg', 10, 'dusg-mens-tadoba-organic-cotton-cappuccino-t-shirt'),
('Inkfruit Mens Music Till Death Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/519.jpg', 10, 'inkfruit-mens-music-till-death-black-t-shirt'),
('Tantra Mens Prism Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/520.jpg', 10, 'tantra-mens-prism-green-t-shirt'),
('Tantra Mens Prism Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/521.jpg', 10, 'tantra-mens-prism-black-t-shirt'),
('Tantra Mens Nerds Light Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Beige', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/522.jpg', 10, 'tantra-mens-nerds-light-brown-t-shirt'),
('Tantra Mens Re-Incarnation Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/523.jpg', 10, 'tantra-mens-re-incarnation-green-t-shirt'),
('Tantra Mens Re-Incarnation Burgendy T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/524.jpg', 10, 'tantra-mens-re-incarnation-burgendy-t-shirt'),
('Tantra Mens Love India Cream T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/525.jpg', 10, 'tantra-mens-love-india-cream-t-shirt'),
('Tantra Mens Vegetarian Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/526.jpg', 10, 'tantra-mens-vegetarian-grey-t-shirt'),
('Tantra Mens Cool Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/527.jpg', 10, 'tantra-mens-cool-green-t-shirt'),
('Tantra Mens Ebo Beige T-Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Beige', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/528.jpg', 10, 'tantra-mens-ebo-beige-t-shirt'),
('Tantra Mens Who Are You Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/529.jpg', 10, 'tantra-mens-who-are-you-blue-t-shirt'),
('Tantra Mens Who Are You Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/530.jpg', 10, 'tantra-mens-who-are-you-red-t-shirt'),
('Tantra Mens Arrest Sky Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/531.jpg', 10, 'tantra-mens-arrest-sky-blue-t-shirt'),
('Tantra Mens Instant Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/532.jpg', 10, 'tantra-mens-instant-grey-t-shirt'),
('Tantra Mens Super Heros Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/533.jpg', 10, 'tantra-mens-super-heros-blue-t-shirt'),
('Inkfruit Mens Peace Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/534.jpg', 10, 'inkfruit-mens-peace-blue-t-shirt'),
('Guerrilla Mens Heroes Needed White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/535.jpg', 10, 'guerrilla-mens-heroes-needed-white-t-shirt'),
('Guerrilla Mens Heroes Needed Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/536.jpg', 10, 'guerrilla-mens-heroes-needed-yellow-t-shirt'),
('Guerrilla Mens Need Money White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/537.jpg', 10, 'guerrilla-mens-need-money-white-t-shirt'),
('Guerrilla Mens Need Money Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/538.jpg', 10, 'guerrilla-mens-need-money-yellow-t-shirt'),
('Guerrilla Mens Kill You Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/539.jpg', 10, 'guerrilla-mens-kill-you-green-t-shirt'),
('Guerrilla Mens Kill You Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/540.jpg', 10, 'guerrilla-mens-kill-you-blue-t-shirt'),
('Guerrilla Mens Rider Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/541.jpg', 10, 'guerrilla-mens-rider-red-t-shirt'),
('Guerrilla Mens Rider Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/542.jpg', 10, 'guerrilla-mens-rider-green-t-shirt'),
('Guerrilla Mens Judgement Day Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/543.jpg', 10, 'guerrilla-mens-judgement-day-grey-t-shirt'),
('Guerrilla Mens Judgement Day Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/544.jpg', 10, 'guerrilla-mens-judgement-day-red-t-shirt'),
('Guerrilla Mens Poison Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/545.jpg', 10, 'guerrilla-mens-poison-navy-blue-t-shirt'),
('Guerrilla Mens Poison Blood Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/546.jpg', 10, 'guerrilla-mens-poison-blood-red-t-shirt'),
('Guerrilla Mens Gods Sent White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/547.jpg', 10, 'guerrilla-mens-god-s-sent-white-t-shirt'),
('Guerrilla Mens Gods Sent Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/548.jpg', 10, 'guerrilla-mens-god-s-sent-green-t-shirt'),
('Guerrilla Mens Luchador Coffee T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/549.jpg', 10, 'guerrilla-mens-luchador-coffee-t-shirt'),
('Guerrilla Mens Luchador White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/550.jpg', 10, 'guerrilla-mens-luchador-white-t-shirt'),
('Guerrilla Mens Wanted Coffee T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/551.jpg', 10, 'guerrilla-mens-wanted-coffee-t-shirt'),
('Guerrilla Mens Wanted White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/552.jpg', 10, 'guerrilla-mens-wanted-white-t-shirt'),
('Guerrilla Mens Vintage White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/553.jpg', 10, 'guerrilla-mens-vintage-white-t-shirt'),
('Guerrilla Mens Vintage Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/554.jpg', 10, 'guerrilla-mens-vintage-grey-t-shirt'),
('Guerrilla Mens Ace Of Spades Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/555.jpg', 10, 'guerrilla-mens-ace-of-spades-purple-t-shirt'),
('Guerrilla Mens Ace Of Spades White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/556.jpg', 10, 'guerrilla-mens-ace-of-spades-white-t-shirt'),
('Guerrilla Mens Army Of God Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/557.jpg', 10, 'guerrilla-mens-army-of-god-purple-t-shirt'),
('Guerrilla Mens Army Of God Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/558.jpg', 10, 'guerrilla-mens-army-of-god-black-t-shirt'),
('Guerrilla Mens Move It Move On Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/559.jpg', 10, 'guerrilla-mens-move-it-move-on-red-t-shirt'),
('Guerrilla Mens Move It Move On Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/560.jpg', 10, 'guerrilla-mens-move-it-move-on-green-t-shirt'),
('Guerrilla Mens Madagascar Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/561.jpg', 10, 'guerrilla-mens-madagascar-black-t-shirt'),
('Guerrilla Mens Madagascar Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/562.jpg', 10, 'guerrilla-mens-madagascar-blue-t-shirt'),
('Guerrilla Mens I Like What I See Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/563.jpg', 10, 'guerrilla-mens-i-like-what-i-see-navy-blue-t-shirt'),
('Guerrilla Mens I Like What I See White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/564.jpg', 10, 'guerrilla-mens-i-like-what-i-see-white-t-shirt'),
('Guerrilla Mens Sachin Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/565.jpg', 10, 'guerrilla-mens-sachin-blue-t-shirt'),
('Guerrilla Mens Warrior Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/566.jpg', 10, 'guerrilla-mens-warrior-brown-t-shirt'),
('Guerrilla Mens Fighter Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/567.jpg', 10, 'guerrilla-mens-fighter-blue-t-shirt'),
('Mumbai Indians Men Premium Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/568.jpg', 10, 'mumbai-indians-men-premium-jersey'),
('Guerrilla Mens Warrior Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/569.jpg', 10, 'guerrilla-mens-warrior-brown-t-shirt'),
('Guerrilla Mens Warrior Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/570.jpg', 10, 'guerrilla-mens-warrior-brown-t-shirt'),
('CSK Mens Fangear Polo Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/571.jpg', 10, 'csk-mens-fangear-polo-jersey'),
('CSK Mens Fangear Tee', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/572.jpg', 10, 'csk-mens-fangear-tee'),
('CSK Boys Fangear Tee', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/573.jpg', 10, 'csk-boys-fangear-tee'),
('KKR Mens Take Down Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/574.jpg', 10, 'kkr-mens-take-down-jersey'),
('KKR Mens Fangear Polo Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/575.jpg', 10, 'kkr-mens-fangear-polo-jersey'),
('KKR Mens Fangear Tee', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/576.jpg', 10, 'kkr-mens-fangear-tee'),
('KXIP Mens Take Down Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/577.jpg', 10, 'kxip-mens-take-down-jersey'),
('KXIP Boys Fangear Polo Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/578.jpg', 10, 'kxip-boys-fangear-polo-jersey'),
('KXIP Mens Fangear Tee', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/579.jpg', 10, 'kxip-mens-fangear-tee'),
('KXIP Boys Fangear Tee', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/580.jpg', 10, 'kxip-boys-fangear-tee'),
('RCB Mens Fangear Polo Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/581.jpg', 10, 'rcb-mens-fangear-polo-jersey'),
('ADIDAS Mens Mumbai Indians Rage Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/582.jpg', 10, 'adidas-mens-mumbai-indians-rage-blue-t-shirt'),
('Myntra Hero Within Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/583.jpg', 10, 'myntra-hero-within-black-t-shirt'),
('ADIDAS Mens Mumbai Indians White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/584.jpg', 10, 'adidas-mens-mumbai-indians-white-polo-t-shirt'),
('Myntra Hero Within White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/585.jpg', 10, 'myntra-hero-within-white-t-shirt'),
('ADIDAS Mens Mumbai Indians Graphic Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/586.jpg', 10, 'adidas-mens-mumbai-indians-graphic-blue-t-shirt'),
('Myntra Executive Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/587.jpg', 10, 'myntra-executive-black-t-shirt'),
('Myntra Executive Light Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/588.jpg', 10, 'myntra-executive-light-yellow-t-shirt'),
('Myntra Mens Yet Despite Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/589.jpg', 10, 'myntra-mens-yet-despite-navy-blue-t-shirt'),
('Myntra Mens Executive White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/590.jpg', 10, 'myntra-mens-executive-white-t-shirt'),
('Myntra Mens You Are Not My Type Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/591.jpg', 10, 'myntra-mens-you-are-not-my-type-black-t-shirt'),
('Myntra Mens Attitude To Impress Me Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/592.jpg', 10, 'myntra-mens-attitude-to-impress-me-yellow-t-shirt'),
('Myntra Mens I dont suffer from insanity Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/593.jpg', 10, 'myntra-mens-i-dont-suffer-from-insanity-black-t-shirt'),
('Myntra Mens Expected Career Path Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/594.jpg', 10, 'myntra-mens-expected-career-path-black-t-shirt'),
('Myntra Mens Work Hard/ Smart Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/595.jpg', 10, 'myntra-mens-work-hard-smart-navy-blue-t-shirt'),
('Myntra Mens Black Letter Equals White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/596.jpg', 10, 'myntra-mens-black-letter-equals-white-t-shirt'),
('Myntra Mens I Am Not Lazy Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/597.jpg', 10, 'myntra-mens-i-am-not-lazy-yellow-t-shirt'),
('Myntra Mens I am a nice guy Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/598.jpg', 10, 'myntra-mens-i-am-a-nice-guy-navy-blue-t-shirt'),
('Myntra Mens I Give 100 Percent Work White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/599.jpg', 10, 'myntra-mens-i-give-100-percent-work-white-t-shirt'),
('Myntra Mens Need for speed Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/600.jpg', 10, 'myntra-mens-need-for-speed-black-t-shirt'),
('Myntra Mens I Give 100 Percent Work Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/601.jpg', 10, 'myntra-mens-i-give-100-percent-work-black-t-shirt'),
('Myntra Mens Ear Plugs Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/602.jpg', 10, 'myntra-mens-ear-plugs-black-t-shirt'),
('Myntra Mens I am Legend White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/603.jpg', 10, 'myntra-mens-i-am-legend-white-t-shirt'),
('Myntra Mens I Believe Big Bang Theory Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/604.jpg', 10, 'myntra-mens-i-believe-big-bang-theory-black-t-shirt'),
('Myntra Mens I work for money Sky Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/605.jpg', 10, 'myntra-mens-i-work-for-money-sky-blue-t-shirt'),
('Myntra Mens Creative designs Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/606.jpg', 10, 'myntra-mens-creative-designs-black-t-shirt'),
('Myntra Mens Brain Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/607.jpg', 10, 'myntra-mens-brain-blue-t-shirt'),
('Myntra Mens Brain Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/608.jpg', 10, 'myntra-mens-brain-black-t-shirt'),
('Myntra Mens Not tonight ladies T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/609.jpg', 10, 'myntra-mens-not-tonight-ladies-t-shirt'),
('Myntra Mens Lazy White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/610.jpg', 10, 'myntra-mens-lazy-white-t-shirt'),
('Myntra Mens Hard work never killed anyone T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/611.jpg', 10, 'myntra-mens-hard-work-never-killed-anyone-t-shirt'),
('Myntra Mens Yes', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/612.jpg', 10, 'myntra-mens-yes'),
('Myntra Mens Game over T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/613.jpg', 10, 'myntra-mens-game-over-t-shirt'),
('Myntra Mens Octopus White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/614.jpg', 10, 'myntra-mens-octopus-white-t-shirt'),
